date, pm25, pm10, o3, no2, so2, co
2023/10/21, 72, 61, , 22, 5, 7
2023/10/22, 102, 58, , 19, 4, 5
2023/10/23, 111, 58, , 23, 4, 6
2023/10/24, 110, 64, , 25, 5, 7
2023/10/25, 127, 76, , 16, 7, 7
2023/10/26, 145, 48, , 11, 8, 4
2023/10/27, 70, 36, , 15, 7, 5
2023/10/28, 54, 43, , 9, 4, 3
2023/10/29, 70, 45, , 9, 4, 5
2023/10/30, 84, 59, , 11, 4, 5
2023/10/31, 115, 68, , 13, 5, 6
2023/11/1, 121, 56, , 14, 4, 6
2023/11/2, 101, 71, , 15, 5, 6
2023/11/3, 153, 50, , 6, 3, 3
2023/11/4, 72, 28, , 9, 4, 5
2023/11/5, 75, 43, , 7, 4, 4
2023/11/6, 62, 53, , 13, 5, 5
2023/11/7, 76, 57, , 18, 5, 5
2023/11/8, 110, 93, , 32, 7, 9
2023/11/9, 172, , , , , 
2023/11/13, 104, 62, , 20, 5, 7
2023/11/14, 138, 73, , 25, 4, 5
2023/11/15, 161, 89, , 12, 5, 3
2023/11/16, 113, 69, , 12, 5, 3
2023/11/17, 77, 48, , 15, 5, 4
2023/11/18, 76, 65, , 23, 7, 5
2023/11/19, 120, 71, , 18, 4, 5
2023/11/20, 131, 82, , 19, 6, 7
2023/11/21, 159, 79, , 24, 10, 7
2023/11/22, 152, 115, , 18, 9, 7
2023/11/23, 168, 40, , 9, 3, 3
2023/11/24, 54, 29, , 12, 2, 2
2023/11/25, 53, 48, , 16, 4, 4
2023/11/26, 95, 81, , 15, 7, 5
2023/11/27, 155, 74, , 14, 6, 4
2023/11/28, 111, 49, , 9, 5, 3
2023/11/29, 53, 36, , 10, 4, 4
2023/11/30, 57, 58, , 17, 5, 5
2023/12/1, 143, 64, , 25, 7, 7
2023/12/2, 152, 77, , 25, 5, 9
2023/12/3, 169, 92, , 27, 8, 8
2023/12/4, 175, 97, , 34, 7, 9
2023/12/5, 176, 107, , 21, 5, 8
2023/12/6, 161, 119, , 22, 7, 7
2023/12/7, 148, 69, , 22, 8, 7
2023/12/8, 111, 85, , 31, 9, 9
2023/12/9, 161, 53, , 6, 2, 4
2023/12/10, 89, 26, , 6, 3, 4
2023/12/11, 40, 46, , 7, 3, 3
2023/12/12, 84, 45, , 12, 3, 4
2023/12/13, 92, 22, , 19, 3, 6
2023/12/14, 72, 23, , 9, 5, 7
2023/12/15, 62, 42, , 5, 3, 4
2023/12/16, 77, 26, , 6, 3, 5
2023/12/17, 49, 38, , 14, 2, 7
2023/12/18, 103, 43, , 12, 3, 7
2023/12/19, 115, 52, , 9, 4, 6
2023/12/20, 97, 43, , 9, 3, 5
2023/12/21, 88, 44, , 11, 2, 6
2023/12/22, 95, 44, , 15, 2, 6
2023/12/23, 91, 65, , 22, 4, 6
2023/12/24, 152, 75, , 25, 4, 6
2023/12/25, 160, 100, , 32, 4, 7
2023/12/26, 184, 77, , 20, 3, 5
2023/12/27, 167, 51, , 18, 1, 5
2023/12/28, 124, 60, , 14, 2, 5
2023/12/29, 138, 87, , 17, 2, 8
2023/12/30, 185, 126, , 17, 3, 10
2023/12/31, 226, 75, , 16, 2, 3
2023/7/1, 52, 18, , 4, 3, 3
2023/7/2, 56, 40, , 6, 3, 6
2023/7/3, 91, 32, , 3, 3, 4
2023/7/4, 87, 35, , 3, 4, 4
2023/7/5, 63, 38, , 4, 3, 4
2023/7/6, 93, 14, , 2, 3, 2
2023/7/7, 50, 33, , 4, 3, 4
2023/7/8, 81, 28, , 2, 3, 4
2023/7/9, 72, 24, , 5, 6, 3
2023/7/10, 84, 25, , 7, 4, 2
2023/7/11, 86, 55, , 7, 3, 5
2023/7/12, 102, 50, , 8, 4, 5
2023/7/13, 106, 34, , 3, 1, 3
2023/7/14, 76, 42, , 4, 2, 4
2023/7/15, 88, 56, , 6, 2, 4
2023/7/16, 126, 25, , 2, 1, 3
2023/7/17, 65, 10, , 1, 1, 1
2023/7/18, 15, 16, , 3, 1, 2
2023/7/19, 41, 10, , 2, 2, 2
2023/7/20, 34, 20, , 2, 1, 3
2023/7/21, 60, 25, , 3, 2, 4
2023/7/22, 70, 33, , 3, 2, 4
2023/7/23, 82, 35, , 4, 2, 4
2023/7/24, 80, 37, , 6, 1, 5
2023/7/25, 89, 14, , 4, 1, 2
2023/7/26, 27, 15, , 2, 2, 2
2023/7/27, 26, 11, , 2, 1, 1
2023/7/28, 28, 20, , 1, 1, 2
2023/7/29, 47, 18, , 3, 1, 3
2023/7/30, 39, 22, , 3, 1, 2
2023/7/31, 56, 19, , 2, 1, 2
2023/8/1, 49, 21, , 2, 2, 2
2023/8/2, 56, 20, , 2, 2, 2
2023/8/3, 53, 20, , 2, 2, 2
2023/8/4, 47, 20, , 3, 2, 3
2023/8/5, 46, 22, , 4, 2, 4
2023/8/6, 55, 22, , 2, 2, 4
2023/8/7, 52, 26, , 3, 2, 4
2023/8/8, 63, 26, , 3, 2, 4
2023/8/9, 70, 36, , 3, 2, 5
2023/8/10, 79, 37, , 6, 2, 5
2023/8/11, 78, 57, , 5, 3, 7
2023/8/12, 134, 47, , 4, 3, 6
2023/8/13, 119, 21, , 3, 2, 4
2023/8/14, 64, 21, , 4, 2, 3
2023/8/15, 56, 26, , 5, 2, 4
2023/8/16, 71, 18, , 3, 2, 4
2023/8/17, 52, 25, , 5, 2, 4
2023/8/18, 68, 24, , 4, 2, 4
2023/8/19, 65, 19, , 3, 1, 3
2023/8/20, 49, 26, , 4, 2, 4
2023/8/21, 68, 15, , 3, 3, 4
2023/8/22, 57, 29, , 3, 4, 4
2023/8/23, 60, 31, , 4, 3, 4
2023/8/24, 59, 32, , 5, 3, 3
2023/8/25, 60, 25, , 3, 2, 3
2023/8/26, 53, 18, , 2, 2, 3
2023/8/27, 46, 9, , 2, 3, 3
2023/8/28, 39, 23, , 3, 3, 4
2023/8/29, 52, 30, , 4, 3, 3
2023/8/30, 60, 25, , 5, 4, 2
2023/8/31, 48, 33, , 8, 3, 4
2023/9/1, 69, 40, , 4, 3, 4
2023/9/2, 94, 25, , 4, 5, 2
2023/9/3, 63, 22, , 4, 4, 2
2023/9/4, 53, 13, , 3, 3, 1
2023/9/5, 39, 21, , 6, 4, 2
2023/9/6, 56, 41, , 8, 4, 4
2023/9/7, 97, 34, , 6, 3, 2
2023/9/8, 67, 23, , 5, 3, 2
2023/9/9, 59, 20, , 4, 3, 1
2023/9/10, 47, 24, , 6, 2, 2
2023/9/11, 50, 20, , 5, 4, 2
2023/9/12, 50, 9, , 2, 3, 1
2023/9/13, 28, 22, , 5, 5, 1
2023/9/14, 38, 20, , 6, 4, 2
2023/9/15, 50, 23, , 6, 4, 1
2023/9/16, 55, 28, , 9, 4, 2
2023/9/17, 58, 34, , 6, 3, 4
2023/9/18, 80, 34, , 5, 3, 4
2023/9/19, 88, 15, , 5, 4, 2
2023/9/20, 32, 29, , 7, 5, 2
2023/9/21, 45, 23, , 11, 4, 1
2023/9/22, 44, 26, , 9, 4, 2
2023/9/23, 55, 14, , 4, 3, 1
2023/9/24, 34, 17, , 5, 3, 2
2023/9/25, 54, 35, , 5, 3, 4
2023/9/26, 86, 58, , 7, 4, 6
2023/9/27, 124, 58, , 9, 3, 6
2023/9/28, 123, 45, , 5, 3, 5
2023/9/29, 96, 21, , 4, 3, 3
2023/9/30, 56, 33, , 6, 4, 3
2023/4/1, 98, 57, , 12, 3, 4
2023/4/2, 119, 54, , 5, 2, 3
2023/4/3, 82, 22, , 5, 4, 3
2023/4/4, 74, 37, , 7, 3, 3
2023/4/5, 92, 52, , 10, 4, 3
2023/4/6, 114, 64, , 9, 4, 4
2023/4/7, 126, 59, , 9, 3, 3
2023/4/8, 103, 63, , 9, 5, 4
2023/4/9, 117, 67, , 13, 6, 4
2023/4/10, 128, 370, , 12, 6, 4
2023/4/11, 158, 249, , 6, 3, 1
2023/4/12, 141, 106, , 10, 5, 3
2023/4/13, 118, 93, , 12, 5, 3
2023/4/14, 129, 91, , 5, 3, 3
2023/4/15, 97, 69, , 6, 2, 2
2023/4/16, 89, 73, , 7, 4, 4
2023/4/17, 102, 68, , 8, 4, 4
2023/4/18, 124, 29, , 4, 3, 2
2023/4/19, 63, 33, , 5, 2, 2
2023/4/20, 71, 64, , 3, 2, 2
2023/4/21, 58, 61, , 5, 2, 2
2023/4/22, 62, 63, , 5, 1, 2
2023/4/23, 85, 40, , 6, 1, 3
2023/4/24, 61, 51, , 8, 3, 3
2023/4/25, 88, 55, , 7, 3, 3
2023/4/26, 100, 60, , 7, 3, 4
2023/4/27, 113, 62, , 8, 4, 5
2023/4/28, 125, 75, , 7, 4, 4
2023/4/29, 103, 77, , 8, 4, 3
2023/4/30, 87, 78, , 7, 5, 4
2023/5/1, 116, 62, , 6, 4, 3
2023/5/2, 90, 31, , 5, 4, 3
2023/5/3, 76, 24, , 6, 4, 4
2023/5/4, 75, 19, , 5, 4, 4
2023/5/5, 60, 45, , 4, 3, 2
2023/5/6, 62, 31, , 4, 3, 3
